T05,Proportion of seats held by women in national parliament,,,,,,,
Region/Country/Area,,Year,Series,Last Election Date,Last Election Date footnote,Value,Footnotes,Source
214,Dominican Republic,2000,"Seats held by women in national parliament, as of February (%)",2020-07,,16.1,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
214,Dominican Republic,2005,"Seats held by women in national parliament, as of February (%)",2020-07,,17.3,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
214,Dominican Republic,2010,"Seats held by women in national parliament, as of February (%)",2020-07,,19.7,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
214,Dominican Republic,2015,"Seats held by women in national parliament, as of February (%)",2020-07,,20.8,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
214,Dominican Republic,2020,"Seats held by women in national parliament, as of February (%)",2020-07,,27.9,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
214,Dominican Republic,2021,"Seats held by women in national parliament, as of February (%)",2020-07,,27.9,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
214,Dominican Republic,2022,"Seats held by women in national parliament, as of February (%)",2020-07,,27.9,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
214,Dominican Republic,2023,"Seats held by women in national parliament, as of February (%)",2020-07,,27.9,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
214,Dominican Republic,2024,"Seats held by women in national parliament, as of February (%)",2020-07,,27.9,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
218,Ecuador,2000,"Seats held by women in national parliament, as of February (%)",2023-08,,17.4,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
218,Ecuador,2005,"Seats held by women in national parliament, as of February (%)",2023-08,,16.0,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
218,Ecuador,2010,"Seats held by women in national parliament, as of February (%)",2023-08,,32.3,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
218,Ecuador,2015,"Seats held by women in national parliament, as of February (%)",2023-08,,41.6,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
218,Ecuador,2020,"Seats held by women in national parliament, as of February (%)",2023-08,,39.4,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
218,Ecuador,2021,"Seats held by women in national parliament, as of February (%)",2023-08,,39.4,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
218,Ecuador,2022,"Seats held by women in national parliament, as of February (%)",2023-08,,38.7,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
218,Ecuador,2023,"Seats held by women in national parliament, as of February (%)",2023-08,,38.7,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
218,Ecuador,2024,"Seats held by women in national parliament, as of February (%)",2023-08,,43.1,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
818,Egypt,2020,"Seats held by women in national parliament, as of February (%)",2020-10,,15.1,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
818,Egypt,2021,"Seats held by women in national parliament, as of February (%)",2020-10,,27.4,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
818,Egypt,2022,"Seats held by women in national parliament, as of February (%)",2020-10,,27.7,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
818,Egypt,2023,"Seats held by women in national parliament, as of February (%)",2020-10,,27.5,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
818,Egypt,2024,"Seats held by women in national parliament, as of February (%)",2020-10,,27.7,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
222,El Salvador,2000,"Seats held by women in national parliament, as of February (%)",2021-02,,16.7,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
222,El Salvador,2005,"Seats held by women in national parliament, as of February (%)",2021-02,,10.7,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
222,El Salvador,2010,"Seats held by women in national parliament, as of February (%)",2021-02,,19.0,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
222,El Salvador,2015,"Seats held by women in national parliament, as of February (%)",2021-02,,27.4,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
222,El Salvador,2020,"Seats held by women in national parliament, as of February (%)",2021-02,,33.3,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
222,El Salvador,2021,"Seats held by women in national parliament, as of February (%)",2021-02,,33.3,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
222,El Salvador,2022,"Seats held by women in national parliament, as of February (%)",2021-02,,27.4,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
222,El Salvador,2023,"Seats held by women in national parliament, as of February (%)",2021-02,,27.4,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
222,El Salvador,2024,"Seats held by women in national parliament, as of February (%)",2021-02,,27.4,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
226,Equatorial Guinea,2000,"Seats held by women in national parliament, as of February (%)",2022-11,,5.0,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
226,Equatorial Guinea,2005,"Seats held by women in national parliament, as of February (%)",2022-11,,18.0,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
226,Equatorial Guinea,2010,"Seats held by women in national parliament, as of February (%)",2022-11,,10.0,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
226,Equatorial Guinea,2015,"Seats held by women in national parliament, as of February (%)",2022-11,,24.0,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
226,Equatorial Guinea,2020,"Seats held by women in national parliament, as of February (%)",2022-11,,21.0,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
226,Equatorial Guinea,2021,"Seats held by women in national parliament, as of February (%)",2022-11,,23.0,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
226,Equatorial Guinea,2022,"Seats held by women in national parliament, as of February (%)",2022-11,,22.0,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
226,Equatorial Guinea,2023,"Seats held by women in national parliament, as of February (%)",2022-11,,31.0,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
226,Equatorial Guinea,2024,"Seats held by women in national parliament, as of February (%)",2022-11,,32.0,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
232,Eritrea,2000,"Seats held by women in national parliament, as of February (%)",1994-02,,14.7,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
232,Eritrea,2005,"Seats held by women in national parliament, as of February (%)",1994-02,,22.0,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
232,Eritrea,2010,"Seats held by women in national parliament, as of February (%)",1994-02,,22.0,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
